Age,Gender,City,Subscription_Type,Monthly_Spending,Tenure,Number_of_Purchases,Customer_Support_Requests,Login_Frequency,Satisfaction_Score,Payment_Delay,Contract_Length,Total_Spending,Days_Since_Last_Activity,Churn_Status
19.0,0,5,2,2696.0,37,80,7,2,3.0,21,1,99752,11,0
63.0,0,3,2,2430.0,29,15,9,1,1.0,10,0,70470,80,1
27.0,1,0,2,2715.0,49,32,2,1,2.0,23,2,133035,87,1
19.0,0,1,0,1042.0,38,26,2,2,2.0,13,1,39596,25,0
65.0,1,2,1,4460.0,1,67,5,1,2.0,17,1,4460,9,1
55.0,0,7,1,4172.0,23,65,4,1,3.0,9,0,95956,70,0
61.0,0,2,1,4563.0,36,45,0,0,3.0,7,0,164268,3,0
29.0,0,5,1,4739.0,39,66,7,2,5.0,8,1,184821,85,0
42.0,1,3,1,3610.0,5,66,7,0,1.0,6,2,18050,46,1
54.0,1,0,2,1719.0,51,60,10,0,1.0,1,1,87669,27,0
52.0,1,4,0,2284.0,2,21,9,0,5.0,19,0,2740,45,1
38.0,1,7,1,4043.0,29,61,5,2,4.0,17,1,117247,25,0
19.0,1,1,2,2427.0,57,26,5,0,1.0,24,0,138339,67,1
50.0,0,7,0,1318.0,1,5,2,1,4.0,15,2,1318,25,0
52.0,0,1,2,1760.0,12,22,6,1,5.0,24,0,21120,47,1
20.0,1,6,0,1320.0,60,31,4,0,1.0,7,2,79200,88,0
37.0,0,3,0,515.0,60,76,9,2,1.0,13,2,30900,88,1
65.0,1,2,0,671.0,47,9,7,2,2.0,22,0,31537,50,1
30.0,0,4,2,2006.0,60,15,3,0,1.0,30,0,120360,69,1
39.0,1,5,2,1668.0,16,74,7,0,2.0,16,0,26688,18,1
24.0,0,3,2,2613.0,4,69,6,0,3.0,25,1,10452,82,1
46.0,0,6,0,1256.0,23,14,0,0,1.0,24,0,28888,21,1
34.0,0,4,1,5104.0,23,58,3,2,3.0,20,1,117392,56,0
30.0,1,2,1,5493.0,18,33,6,1,2.0,8,1,98874,33,1
49.0,0,0,1,5064.0,54,19,10,2,3.0,23,1,273456,34,0
37.0,1,5,1,3841.0,25,74,7,1,5.0,10,0,96025,16,0
43.0,0,7,2,2906.0,30,80,6,0,3.0,25,0,87180,16,0
57.0,0,7,1,5850.0,12,21,1,0,3.0,3,1,70200,17,0
49.0,1,0,2,2657.0,41,27,3,2,1.0,1,2,108937,9,0
45.0,0,2,0,1328.0,53,38,2,0,4.0,5,2,70384,55,0
18.0,1,3,0,697.0,37,45,1,1,5.0,25,0,25789,14,0
24.0,1,2,2,2266.0,46,31,7,1,3.0,30,0,104236,29,1
59.0,1,5,1,5320.0,32,14,7,2,4.0,25,2,170240,24,0
62.0,0,3,2,1524.0,54,59,3,1,2.0,13,2,82296,18,0
54.0,1,3,0,636.0,26,64,7,0,4.0,21,1,16536,86,1
36.0,1,6,1,5100.0,30,63,10,1,1.0,15,1,153000,87,1
36.0,0,4,1,3414.0,12,43,4,1,5.0,14,2,40968,29,0
60.0,0,3,1,3083.0,26,15,3,1,4.0,21,1,80158,50,0
55.0,1,7,1,2284.0,23,75,7,1,2.0,26,0,70334,8,1
46.0,1,5,0,728.0,11,18,6,1,2.0,13,2,8008,74,1
52.0,1,1,1,3394.0,9,63,2,0,5.0,6,2,30546,78,0
45.0,0,2,1,3294.0,11,25,4,0,2.0,10,1,36234,15,0
36.0,0,5,0,585.0,48,21,3,1,4.0,17,0,28080,23,0
30.0,0,4,1,4283.0,5,78,7,1,1.0,24,2,21415,35,1
54.0,0,4,2,2467.0,21,43,1,0,3.0,11,1,51807,12,0
62.0,0,5,1,3769.0,2,15,6,2,5.0,16,2,7538,7,0
47.0,0,7,1,3653.0,28,44,0,0,3.0,23,0,102284,6,0
44.0,0,0,2,2355.0,18,24,5,2,2.0,7,1,42390,47,1
32.0,0,3,1,3757.0,11,24,0,1,2.0,11,1,41327,76,1
60.0,1,1,2,2499.0,28,71,6,1,5.0,1,1,69972,11,0
39.0,1,7,2,2174.0,42,42,10,1,2.0,13,2,91308,82,1
45.0,0,1,0,1147.0,24,53,7,1,4.0,26,1,27528,5,1
50.0,0,1,0,853.0,49,30,7,2,2.0,24,1,41797,37,1
51.0,1,7,2,2138.0,7,40,6,2,4.0,30,0,14966,78,1
55.0,0,7,1,4513.0,4,25,6,1,4.0,4,2,18052,67,1
61.0,0,6,0,866.0,31,20,2,2,4.0,10,2,26846,67,0
40.0,1,0,0,1418.0,7,61,6,0,2.0,9,2,9926,19,0
26.0,0,2,0,614.0,48,41,9,2,1.0,19,1,29472,78,1
61.0,0,5,0,902.0,25,39,6,1,3.0,7,2,22550,74,0
21.0,1,5,0,646.0,51,28,4,2,3.0,14,2,32946,78,0
50.0,1,4,1,4417.0,48,30,5,0,3.0,4,0,212016,82,0
28.0,0,7,0,1269.0,48,76,5,1,3.0,26,2,60912,40,0
61.0,0,6,1,3378.0,29,2,8,0,2.0,28,2,97962,74,1
51.0,1,7,2,1682.0,44,72,4,2,4.0,0,1,74008,6,0
61.0,1,1,2,2248.0,40,19,10,1,1.0,10,1,89920,33,1
57.0,1,5,2,2208.0,32,17,7,1,1.0,9,1,70656,9,1
40.0,0,1,0,1253.0,35,71,4,2,4.0,17,2,43855,25,0
20.0,1,6,2,2201.0,60,55,7,0,2.0,13,2,132060,22,0
28.0,1,7,0,507.0,48,39,10,1,3.0,16,1,24336,46,1
55.0,0,4,1,5869.0,8,37,10,0,4.0,7,0,46952,34,0
49.0,1,5,2,2247.0,15,17,0,2,4.0,21,1,33705,80,0
46.0,1,4,2,1943.0,9,77,4,0,2.0,20,2,17487,69,1
27.0,1,0,0,1259.0,6,13,0,2,4.0,24,2,7554,46,1
25.0,0,1,2,2468.0,10,67,10,1,4.0,9,0,24680,25,0
42.0,1,4,0,945.0,11,36,6,0,5.0,25,0,10395,78,1
56.0,1,3,0,859.0,56,1,7,0,4.0,28,0,48104,30,0
29.0,0,3,2,2302.0,56,77,3,0,3.0,22,0,128912,68,0
33.0,0,6,2,1521.0,7,75,7,1,1.0,25,1,10647,64,1
56.0,1,7,0,506.0,12,55,6,0,2.0,29,2,6072,90,1
57.0,0,6,1,5280.0,9,77,6,0,4.0,24,0,47520,24,0
61.0,1,5,1,5177.0,17,13,1,0,4.0,27,2,88009,27,0
32.0,1,0,0,1243.0,31,79,0,1,4.0,9,1,38533,12,0
54.0,1,0,0,522.0,9,72,10,2,1.0,12,2,4698,85,1
62.0,1,2,2,1739.0,31,54,4,0,5.0,27,1,53909,43,0
42.0,0,2,0,598.0,51,47,6,2,3.0,29,2,30498,39,0
54.0,0,7,2,2509.0,55,8,0,0,4.0,26,2,137995,33,0
63.0,1,4,2,2309.0,17,76,10,0,4.0,9,2,39253,64,0
46.0,1,1,0,519.0,50,16,0,0,3.0,23,1,25950,8,0
55.0,1,3,0,680.0,38,31,6,0,1.0,14,1,25840,73,1
56.0,0,6,2,2187.0,42,12,8,0,2.0,14,0,91854,6,1
61.0,1,4,1,3115.0,43,35,1,2,1.0,29,1,133945,69,1
35.0,0,7,1,4415.0,16,31,10,2,2.0,23,0,70640,76,1
45.0,0,5,0,1415.0,6,5,6,0,1.0,25,1,8490,59,1
46.0,1,1,2,2961.0,16,46,5,2,3.0,19,2,47376,51,0
31.0,1,2,1,4316.0,39,50,1,2,3.0,21,2,168324,33,0
48.0,1,5,0,553.0,59,44,1,0,2.0,6,0,32627,62,1
40.0,0,0,1,5871.0,46,7,5,2,1.0,28,1,270066,3,1
55.0,1,7,1,4441.0,20,44,0,1,3.0,9,2,88820,84,0
35.0,1,1,2,2631.0,45,59,10,0,1.0,3,2,118395,63,1
40.0,1,5,0,1405.0,32,11,5,0,3.0,8,2,44960,62,0
64.0,1,4,0,1495.0,34,17,7,0,4.0,20,2,50830,40,0
36.0,1,1,2,2093.0,3,53,2,1,3.0,14,2,6279,6,0
33.0,1,4,2,2763.0,8,18,3,2,3.0,6,1,22104,49,0
29.0,0,0,0,637.0,45,71,6,1,1.0,16,0,28665,36,1
38.0,1,1,0,1127.0,37,24,6,0,1.0,6,2,41699,81,1
46.0,0,7,1,5374.0,30,71,9,1,3.0,8,0,161220,12,0
52.0,1,4,0,1239.0,4,57,6,0,3.0,9,1,4956,39,0
41.0,1,6,1,4419.0,16,34,6,0,3.0,30,1,70704,62,1
30.0,1,5,2,2882.0,31,15,8,2,3.0,1,0,89342,68,1
28.0,1,7,0,1205.0,29,16,6,1,5.0,4,1,34945,81,1
38.0,1,0,2,2466.0,44,8,4,1,2.0,8,2,108504,75,1
41.0,1,7,0,1072.0,6,26,6,1,1.0,6,1,6432,83,1
23.0,0,4,2,2374.0,43,66,2,1,4.0,25,1,102082,70,1
54.0,0,3,1,5845.0,28,71,8,0,1.0,0,1,163660,65,1
23.0,0,5,1,3091.0,18,11,0,0,3.0,12,2,55638,84,0
18.0,1,2,2,1965.0,52,78,10,2,1.0,22,0,102180,36,1
54.0,1,5,1,3820.0,26,17,5,1,5.0,24,2,99320,2,0
39.0,0,3,0,1271.0,5,36,5,2,4.0,20,1,6355,77,1
54.0,0,0,2,2100.0,55,26,6,2,4.0,0,0,115500,14,0
53.0,0,0,1,3148.0,17,46,7,1,4.0,28,2,53516,8,0
41.0,1,6,1,5322.0,3,66,5,2,4.0,9,0,15966,82,0
39.0,1,1,1,5160.0,46,13,0,0,5.0,25,2,237360,77,0
44.0,1,5,2,2907.0,57,78,7,2,3.0,14,1,165699,63,0
47.0,1,1,2,2202.0,35,78,10,0,1.0,7,2,77070,49,1
38.0,1,6,0,1354.0,57,64,10,2,1.0,24,1,77178,74,1
27.0,1,2,0,1391.0,43,70,3,1,4.0,10,2,59813,23,0
44.0,0,4,0,748.0,58,37,5,0,1.0,5,2,43384,50,0
39.0,0,1,2,2648.0,41,79,9,0,3.0,23,1,108568,48,1
55.0,1,1,2,2769.0,6,65,3,0,2.0,11,2,16614,38,0
28.0,1,1,0,669.0,12,39,6,1,3.0,3,2,8028,52,0
48.0,1,5,2,2664.0,33,18,8,2,2.0,23,2,87912,24,1
26.0,0,0,1,5747.0,31,2,5,1,3.0,10,0,178157,31,0
23.0,1,7,0,555.0,3,63,10,0,5.0,19,1,1665,10,1
55.0,1,6,2,2580.0,47,50,1,2,2.0,17,2,121260,88,1
19.0,1,6,0,583.0,40,43,9,1,2.0,4,2,23320,11,1
18.0,0,6,2,1875.0,34,1,2,2,2.0,20,0,63750,20,1
40.0,1,7,1,3087.0,21,68,5,2,4.0,17,2,64827,1,0
47.0,1,3,0,1291.0,33,14,3,1,5.0,10,0,42603,24,0
48.0,0,3,0,960.0,55,80,7,1,5.0,23,2,52800,54,1
43.0,0,4,0,835.0,2,38,0,1,1.0,10,0,1670,51,1
52.0,0,1,0,1040.0,43,37,0,0,2.0,21,1,44720,39,0
59.0,1,6,1,2284.0,28,43,2,0,4.0,9,1,120624,59,0
59.0,1,2,2,2215.0,14,47,9,2,2.0,25,1,31010,1,1
59.0,0,2,2,2348.0,2,30,7,0,4.0,26,0,4696,9,1
39.0,0,6,0,609.0,34,49,0,1,1.0,19,2,20706,53,1
36.0,0,4,1,4915.0,36,40,3,2,1.0,8,2,176940,22,0
35.0,1,7,1,3873.0,12,43,6,1,1.0,5,0,46476,83,1
65.0,1,6,1,5511.0,47,69,0,0,3.0,4,2,259017,83,0
54.0,0,5,1,3191.0,17,62,7,2,5.0,28,1,54247,33,0
19.0,0,1,1,3238.0,30,20,1,0,3.0,24,1,97140,74,0
41.0,0,6,0,1143.0,56,37,3,0,5.0,24,0,64008,77,0
35.0,0,7,0,1355.0,59,66,0,1,2.0,18,0,79945,73,1
45.0,0,2,1,5022.0,35,10,0,1,2.0,20,2,175770,9,1
64.0,0,5,0,1494.0,15,57,4,2,1.0,25,1,22410,22,1
58.0,1,3,1,4094.0,23,56,6,1,4.0,24,2,94162,6,0
51.0,0,0,0,559.0,9,49,0,2,3.0,27,1,5031,70,0
54.0,0,3,0,1493.0,31,41,9,0,4.0,3,1,46283,79,0
25.0,0,5,1,4571.0,26,48,4,0,4.0,3,2,118846,62,0
33.0,1,1,0,1215.0,22,80,2,2,2.0,4,1,26730,29,0
35.0,0,6,0,605.0,10,39,1,0,3.0,6,0,6050,21,0
18.0,0,1,1,5947.0,15,60,3,2,2.0,22,2,89205,34,0
63.0,0,6,2,2044.0,48,61,9,0,4.0,0,0,98112,77,0
18.0,0,4,1,3591.0,5,15,0,0,4.0,30,0,17955,23,0
65.0,1,4,2,2284.0,45,17,0,1,2.0,12,0,95310,14,1
28.0,0,3,2,2491.0,28,61,10,2,1.0,14,2,69748,73,1
27.0,1,5,0,1416.0,8,77,10,0,2.0,4,0,11328,70,1
42.0,0,4,1,4936.0,31,75,3,1,1.0,1,1,153016,37,0
18.0,0,2,2,1855.0,4,54,9,1,1.0,2,1,7420,9,1
39.0,0,0,0,959.0,23,74,1,0,3.0,9,1,22057,22,0
23.0,1,2,2,2653.0,50,66,9,1,4.0,0,0,132650,72,1
65.0,1,6,1,4932.0,50,15,4,1,4.0,7,1,246600,74,0
63.0,1,7,2,2637.0,5,19,5,2,3.0,10,2,13185,43,0
37.0,0,4,0,1288.0,20,57,1,1,2.0,1,2,25760,26,0
47.0,1,7,1,3877.0,9,31,9,1,4.0,28,1,34893,61,1
23.0,0,2,0,1207.0,14,17,2,2,5.0,18,0,16898,70,1
46.0,1,4,2,2937.0,11,25,7,1,3.0,6,0,32307,26,0
39.0,0,3,1,3530.0,25,31,9,2,2.0,8,2,88250,23,0
64.0,1,4,0,1228.0,13,66,1,1,1.0,27,1,15964,77,1
52.0,0,4,2,2472.0,41,31,4,0,2.0,7,0,101352,59,1
58.0,0,1,0,1461.0,48,54,7,2,2.0,27,0,70128,37,1
58.0,1,2,0,1500.0,1,74,6,0,4.0,2,1,1500,10,0
42.0,0,0,0,769.0,11,38,0,0,3.0,1,1,8459,75,0
58.0,1,1,0,784.0,3,18,3,2,2.0,16,2,2352,54,1
48.0,0,6,0,603.0,58,42,9,1,2.0,29,0,34974,25,1
36.0,0,3,0,1231.0,8,8,2,2,3.0,11,0,9848,86,0
34.0,1,5,2,2412.0,36,14,2,1,1.0,29,2,86832,21,1
29.0,0,4,2,2662.0,37,20,2,2,5.0,14,0,98494,75,0
42.0,1,6,1,5731.0,4,40,5,1,4.0,15,0,22924,85,1
37.0,0,2,2,2335.0,60,11,8,2,4.0,11,2,140100,73,0
30.0,0,6,0,1267.0,48,26,5,1,2.0,12,0,60816,39,1
45.0,0,4,2,2798.0,58,77,9,1,4.0,20,2,162284,66,1
27.0,0,4,2,2216.0,22,58,8,2,1.0,13,0,48752,84,1
32.0,1,6,0,1044.0,32,17,7,2,5.0,29,1,33408,47,1
65.0,0,1,2,1949.0,16,43,7,2,4.0,2,2,31184,12,0
37.0,1,2,2,2857.0,16,80,10,0,5.0,16,0,45712,63,1
60.0,0,2,2,2830.0,49,33,10,0,4.0,14,1,138670,82,0
45.0,0,5,0,1217.0,23,45,6,0,4.0,9,0,27991,46,0
55.0,1,6,2,1748.0,46,44,10,1,5.0,30,1,80408,62,1
42.0,1,5,2,2611.0,52,57,2,0,2.0,21,1,135772,20,0
50.0,1,1,1,4816.0,8,46,8,0,2.0,24,0,38528,87,1
22.0,0,2,1,3060.0,55,8,5,0,5.0,19,1,168300,61,0
32.0,0,2,2,2161.0,1,3,5,1,4.0,17,1,2161,82,1
20.0,0,2,1,3048.0,10,65,10,1,1.0,26,2,30480,75,1
22.0,0,4,2,1582.0,7,57,7,0,5.0,14,2,11074,76,0
47.0,1,2,0,1432.0,20,3,8,1,2.0,8,2,28640,39,1
43.0,1,1,1,5326.0,2,16,8,1,5.0,27,1,10652,27,1
34.0,0,5,1,4214.0,38,51,8,0,5.0,7,1,160132,55,0
62.0,1,7,1,4962.0,15,44,3,2,3.0,23,1,74430,36,1
58.0,0,5,1,4379.0,10,20,8,2,5.0,11,0,43790,75,0
29.0,1,5,0,1105.0,18,63,3,2,1.0,11,0,19890,21,0
42.0,0,3,0,819.0,11,73,1,0,1.0,2,2,9009,49,0
31.0,0,2,2,2732.0,1,25,10,1,5.0,4,0,2732,19,1
40.0,0,5,1,3629.0,9,50,0,2,2.0,13,2,32661,1,0
43.0,0,5,2,2868.0,58,16,9,2,4.0,15,2,166344,14,0
46.0,1,1,2,2122.0,24,55,2,1,2.0,1,0,50928,27,1
27.0,0,4,2,1996.0,35,72,6,1,4.0,13,1,69860,63,1
59.0,1,1,0,2284.0,29,68,0,1,1.0,25,2,23780,81,1
56.0,1,1,1,4215.0,23,32,3,2,5.0,27,2,96945,66,0
36.0,0,1,0,1248.0,24,11,10,1,2.0,8,2,29952,27,1
26.0,0,6,1,5624.0,52,17,9,0,5.0,29,1,292448,82,0
64.0,1,6,1,3742.0,38,70,7,2,4.0,20,2,142196,78,0
61.0,0,5,2,2577.0,55,20,6,1,2.0,8,0,141735,10,1
27.0,0,3,1,3252.0,48,39,4,2,3.0,17,2,156096,43,0
32.0,1,0,2,1600.0,21,56,3,0,1.0,6,2,33600,23,0
62.0,0,3,0,1311.0,40,24,2,0,2.0,25,1,52440,33,0
33.0,0,2,1,2284.0,22,62,1,2,3.0,17,2,78496,71,0
43.0,1,1,1,5885.0,8,30,6,0,2.0,10,2,47080,57,1
62.0,0,6,1,4822.0,9,71,8,1,5.0,25,2,43398,3,0
52.0,1,7,2,2288.0,33,64,3,0,2.0,24,2,75504,35,0
32.0,1,0,1,3773.0,56,32,3,1,3.0,0,1,211288,28,0
48.0,1,6,2,1617.0,21,64,2,0,3.0,29,1,33957,15,0
23.0,0,5,2,2084.0,52,38,9,2,2.0,27,1,108368,51,1
26.0,1,3,1,4658.0,32,53,7,0,3.0,5,2,149056,78,0
45.0,0,0,0,1355.0,58,13,10,0,4.0,18,1,78590,19,0
38.0,1,3,1,5169.0,27,24,9,2,5.0,27,2,139563,82,0
61.0,1,0,2,2424.0,36,17,3,1,4.0,12,0,87264,61,0
46.0,1,0,2,1829.0,4,25,2,1,2.0,24,2,7316,89,1
23.0,0,0,2,2211.0,26,27,8,1,2.0,21,2,57486,1,1
65.0,1,1,1,5946.0,39,68,8,0,5.0,18,0,231894,15,0
25.0,0,4,0,613.0,38,56,9,2,2.0,5,2,23294,78,1
58.0,1,6,0,1297.0,19,5,6,0,3.0,30,0,24643,52,1
56.0,0,2,0,981.0,24,23,7,0,1.0,3,0,23544,27,1
28.0,0,5,2,2324.0,5,17,3,1,3.0,14,2,11620,79,0
63.0,0,1,0,1406.0,13,24,8,0,2.0,3,2,18278,46,1
35.0,0,3,1,5255.0,43,33,6,2,4.0,9,0,225965,73,0
48.0,1,1,2,1559.0,28,3,5,2,2.0,24,1,43652,15,1
19.0,0,6,1,4741.0,24,64,6,0,4.0,17,0,113784,24,0
44.0,0,5,2,2497.0,37,39,9,2,1.0,23,0,92389,4,1
46.0,0,3,2,2246.0,57,50,5,2,3.0,9,1,128022,59,0
34.0,0,3,0,1067.0,36,21,8,0,3.0,10,2,38412,70,0
18.0,0,5,1,5245.0,54,77,5,0,5.0,14,1,283230,78,0
64.0,0,0,2,1824.0,58,58,3,1,2.0,6,1,105792,42,0
65.0,0,6,1,3497.0,10,30,4,0,4.0,12,0,34970,1,0
18.0,1,4,1,2284.0,47,25,9,0,5.0,26,0,142739,33,0
54.0,0,3,1,3568.0,41,49,7,1,1.0,14,0,146288,56,1
18.0,1,5,0,568.0,12,6,8,0,1.0,24,0,6816,1,1
49.0,0,4,0,1245.0,42,3,0,0,3.0,27,1,52290,29,0
19.0,0,7,0,1451.0,9,17,3,1,5.0,16,2,13059,49,0
29.0,1,3,1,5963.0,60,50,2,0,3.0,24,0,357780,50,0
21.0,1,2,0,677.0,17,37,9,0,1.0,15,0,11509,11,1
37.0,0,1,0,1291.0,38,64,5,0,2.0,0,0,49058,88,1
41.0,0,0,2,2727.0,9,17,8,0,4.0,28,0,24543,15,0
47.0,0,0,2,2038.0,51,74,9,0,3.0,11,2,103938,46,0
48.0,0,0,0,659.0,32,53,4,1,2.0,15,1,21088,7,0
21.0,1,5,2,2319.0,27,31,10,2,4.0,3,0,62613,54,1
34.0,0,0,0,830.0,45,30,2,2,3.0,5,0,37350,22,0
60.0,0,7,1,5162.0,48,27,4,2,1.0,2,0,247776,4,0
33.0,0,2,0,1480.0,16,26,8,0,4.0,18,1,23680,81,1
62.0,1,2,2,2161.0,26,58,7,0,4.0,0,1,56186,44,0
53.0,1,3,0,920.0,43,66,0,1,5.0,28,2,39560,9,0
30.0,0,6,0,688.0,11,80,10,2,2.0,9,0,7568,72,1
60.0,1,3,1,4848.0,42,67,3,2,5.0,18,1,203616,7,0
26.0,1,4,2,2065.0,19,61,6,0,2.0,17,0,39235,75,1
48.0,0,6,2,2985.0,33,80,10,2,1.0,29,2,98505,7,1
48.0,1,7,0,625.0,48,47,4,2,3.0,15,2,30000,19,0
42.0,0,2,1,5181.0,59,49,8,0,2.0,16,1,305679,12,1
40.0,0,0,2,2265.0,54,69,10,1,4.0,26,2,122310,36,0
20.0,1,4,1,3215.0,58,55,8,2,1.0,6,0,186470,90,1
21.0,0,0,1,3556.0,55,76,0,1,5.0,18,0,195580,21,0
35.0,1,5,1,4648.0,43,44,9,1,5.0,3,1,199864,28,0
21.0,0,2,1,2284.0,15,67,9,0,3.0,23,1,87480,23,1
35.0,0,2,1,5338.0,1,64,4,2,2.0,30,2,5338,59,1
61.0,1,1,0,1142.0,1,67,4,1,3.0,28,0,1142,89,1
50.0,1,6,2,1688.0,36,4,0,1,2.0,26,2,60768,33,1
39.0,0,6,1,3386.0,48,23,3,2,5.0,4,0,162528,43,0
48.0,1,4,0,781.0,21,41,9,2,3.0,5,2,16401,88,0
28.0,1,5,0,1040.0,41,60,2,1,1.0,19,2,42640,61,1
36.0,0,1,1,5837.0,46,78,0,0,1.0,26,0,268502,14,1
61.0,1,3,1,3332.0,16,12,6,1,3.0,5,1,53312,39,0
50.0,1,6,1,5844.0,33,69,5,1,1.0,15,0,192852,46,1
50.0,1,3,0,1063.0,13,10,7,0,2.0,8,0,13819,77,1
20.0,0,2,2,2063.0,59,34,0,0,4.0,18,0,121717,87,0
62.0,1,2,0,1408.0,32,69,7,2,3.0,28,2,45056,60,1
24.0,1,2,0,1202.0,24,61,6,2,4.0,17,1,28848,56,1
24.0,0,4,0,1464.0,33,72,3,0,4.0,1,2,48312,69,0
50.0,1,4,0,696.0,57,38,1,1,2.0,25,2,39672,1,1
21.0,1,4,0,1065.0,39,33,0,1,4.0,15,1,41535,21,0
62.0,1,5,0,747.0,55,62,3,0,2.0,11,1,41085,65,0
59.0,1,6,0,1142.0,9,9,9,0,3.0,15,0,10278,88,0
31.0,1,2,1,4249.0,3,24,8,0,5.0,1,1,12747,71,0
65.0,1,3,2,2314.0,21,22,10,1,1.0,20,0,48594,39,1
37.0,1,1,0,1309.0,8,9,8,0,1.0,0,2,10472,2,0
36.0,0,5,1,5537.0,46,70,0,2,4.0,24,2,254702,68,0
47.0,1,7,0,886.0,20,51,1,0,2.0,23,1,17720,64,1
25.0,0,5,0,1234.0,17,37,8,1,1.0,26,2,20978,45,1
21.0,1,1,1,4663.0,22,37,6,2,1.0,30,2,102586,55,1
29.0,1,0,2,2284.0,11,72,8,2,4.0,21,0,20273,19,1
37.0,1,7,0,1281.0,56,33,9,0,4.0,26,0,71736,43,0
33.0,0,7,2,2959.0,59,19,4,0,1.0,8,2,174581,73,0
44.0,1,0,0,1439.0,17,45,7,1,2.0,28,0,24463,33,1
18.0,1,6,2,2017.0,12,41,6,1,5.0,26,0,24204,80,1
35.0,1,3,1,5897.0,49,65,2,2,5.0,7,1,288953,3,0
42.0,1,5,2,2848.0,58,55,7,2,3.0,17,2,165184,50,1
48.0,0,3,0,1122.0,33,18,8,0,1.0,6,0,37026,78,1
60.0,1,1,0,1330.0,53,32,5,2,3.0,15,2,70490,52,0
46.0,1,2,0,1087.0,16,17,4,0,3.0,24,1,17392,13,0
25.0,0,5,0,1272.0,56,12,8,0,3.0,2,2,71232,33,0
39.0,0,7,0,939.0,50,9,8,2,2.0,17,0,46950,29,1
56.0,1,7,1,4635.0,27,45,0,2,2.0,13,0,125145,67,1
22.0,0,7,0,1334.0,14,23,6,2,2.0,12,2,18676,61,1
42.0,0,3,2,2661.0,27,77,8,1,2.0,22,0,71847,61,1
39.0,0,1,2,2385.0,17,49,8,2,4.0,1,0,40545,50,1
39.0,0,7,1,4868.0,43,8,10,2,3.0,16,1,209324,12,1
21.0,1,4,0,1472.0,53,41,10,1,5.0,4,2,78016,81,0
47.0,1,0,0,761.0,9,19,4,1,2.0,9,1,6849,16,0
54.0,0,5,0,832.0,15,77,7,2,3.0,17,0,12480,36,1
43.0,0,1,1,3414.0,10,29,4,0,5.0,0,0,34140,87,0
57.0,1,2,2,2078.0,3,71,3,0,3.0,14,1,6234,67,0
46.0,1,6,2,1858.0,30,75,10,2,1.0,27,0,55740,40,1
18.0,0,7,0,829.0,29,19,2,2,4.0,10,1,24041,15,0
50.0,1,1,1,5794.0,41,80,3,1,3.0,19,1,237554,77,1
50.0,1,3,2,1984.0,5,78,10,0,4.0,6,2,9920,83,0
64.0,1,5,1,3899.0,54,9,4,2,5.0,13,1,210546,60,0
63.0,1,6,2,2123.0,54,37,6,1,3.0,5,0,114642,90,1
19.0,1,5,0,1200.0,45,77,2,1,2.0,27,1,54000,19,1
18.0,0,7,1,4045.0,40,66,7,1,3.0,16,0,161800,55,1
60.0,0,0,0,1275.0,60,68,10,0,1.0,25,1,76500,2,1
33.0,1,6,2,2337.0,31,59,2,1,4.0,7,2,72447,14,0
41.0,0,1,2,2579.0,48,51,1,0,1.0,1,1,123792,25,0
61.0,1,2,2,2309.0,2,65,3,0,1.0,11,1,4618,9,0
53.0,1,0,2,2778.0,41,38,0,2,2.0,28,2,113898,46,1
39.0,1,2,1,5492.0,25,18,5,2,2.0,19,2,137300,80,1
32.0,1,4,0,955.0,48,13,6,1,3.0,27,1,45840,57,1
24.0,0,6,1,3433.0,17,32,5,1,3.0,24,1,58361,13,0
64.0,0,1,1,5877.0,23,54,5,0,1.0,28,2,135171,48,1
22.0,1,7,0,1174.0,58,74,2,2,5.0,6,0,68092,46,0
52.0,1,6,1,4164.0,45,10,1,0,4.0,24,2,187380,44,0
64.0,1,7,2,2734.0,40,46,5,2,5.0,28,1,109360,21,0
18.0,0,0,0,1414.0,59,60,0,1,4.0,9,1,83426,3,0
44.0,0,6,2,2238.0,52,28,5,0,1.0,11,2,116376,87,0
50.0,1,6,1,5071.0,16,69,8,0,2.0,12,2,81136,47,1
29.0,0,6,1,4892.0,5,31,1,2,4.0,26,2,24460,26,0
56.0,1,7,2,2925.0,49,56,4,1,3.0,27,0,143325,2,0
50.0,0,1,2,1944.0,39,63,1,1,1.0,1,0,75816,39,1
42.0,1,0,0,1065.0,42,76,2,0,3.0,28,0,44730,44,0
21.0,0,1,0,931.0,25,32,3,0,2.0,30,2,23275,4,0
55.0,1,0,2,2202.0,53,47,0,0,3.0,4,2,116706,86,0
34.0,1,6,2,2841.0,14,35,9,2,5.0,2,1,39774,43,0
19.0,1,0,0,1122.0,56,77,2,1,2.0,6,0,62832,45,1
53.0,1,4,2,2489.0,41,42,8,0,4.0,7,1,102049,83,0
60.0,0,6,1,3705.0,37,55,7,0,1.0,10,2,137085,80,1
59.0,0,6,2,1927.0,56,57,5,0,4.0,11,0,107912,74,0
35.0,0,1,2,2138.0,4,73,6,1,2.0,7,1,8552,64,1
60.0,0,0,0,540.0,7,40,2,1,1.0,1,1,3780,79,1
63.0,0,6,0,869.0,29,52,5,0,4.0,24,0,25201,6,0
55.0,0,1,0,894.0,26,17,7,0,4.0,2,2,23244,31,0
